study,wave,versn_s,studytit,uniqid,intrvwr_id,cntry,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,gwght,pwght,wght_eq1000,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,V002,V002A,V001,V001A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
2,7,2024,0,840720576,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,21.41,22.25,20170503,-4,-4.0,-4.0,128,0.843497095,10.6132138674884,0.385208,840013,-5,2,1,1,2,3,1,3,2,1,9,10,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,3,-4,1,-4,3,4,3,2,1,3,2,2,2,4,4,4,2,2,3,3,3,2,1,1,4,2,1,3,1,3,1,3,2,3,9,8,5,1,2,3,2,4,3,2,4,4,2,-4,3,4,3,4,3,2,3,2,2,2,3,840001,-4,8,5,6,7,7,8,6,4,8,4,3,1,1,2,3,2,3,3,2,4,4,0,8,8,-4,2,0,0,0,0,3,6,3,3,1,1,5,6,6,5,1,10,5,10,1,1,2,2,2,2,2,2,2,4,3,1,1987,30,2,2,1,840,1,840,1,840,1,1,1,3,4,2,7,3,4,2,6,3,1,1,2,-4,6,5,-4,1,5,-4
2,7,2024,0,840720577,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,16.59,19.59,20170505,-4,-4.0,-4.0,128,0.876238271,10.6132138674884,0.385208,840033,5,2,1,1,1,1,2,1,2,2,8,10,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,-4,1,-4,3,4,2,3,1,4,1,2,2,3,2,2,2,2,3,3,3,1,2,2,3,2,1,3,1,2,1,2,3,3,10,10,1,1,1,3,2,4,4,2,3,2,2,-4,2,4,2,2,2,3,8,4,4,4,1,840001,-4,1,1,10,3,1,10,10,1,5,10,8,2,1,2,4,3,3,4,2,3,3,2,2,2,-4,1,1,1,1,1,10,1,2,1,1,1,1,1,5,1,1,5,1,5,1,1,4,2,3,2,2,1,1,2,2,2,1971,46,4,2,1,840,1,840,1,840,1,1,0,2,5,3,6,3,3,2,4,2,1,1,2,-4,1,10,-4,1,7,-4
2,7,2024,0,840720578,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,155,12.33,15.09,20170501,-4,-4.0,-4.0,128,0.743738929,10.6132138674884,0.385208,840013,4,1,1,1,1,2,2,3,3,1,6,6,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,2,-4,2,-4,2,3,3,3,3,2,1,1,2,2,1,1,2,3,3,3,3,3,2,2,4,3,0,2,1,2,1,2,2,2,5,1,1,10,6,3,2,3,3,2,3,3,4,-4,4,3,3,3,3,2,1,1,1,4,2,840002,-4,8,3,10,5,5,5,5,5,5,10,3,1,1,1,2,2,3,2,1,4,3,0,8,8,-4,2,1,1,0,0,5,1,1,1,1,10,5,5,5,8,1,5,5,5,1,1,5,1,1,1,1,1,2,4,4,1,1967,50,4,3,1,840,1,840,1,840,6,1,0,1,3,2,-3,-3,3,2,3,2,1,-3,2,-4,-2,6,-4,-3,2,-4
2,7,2024,0,840720579,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,16.52,17.38,20170510,-4,-4.0,-4.0,128,1.064706767,10.6132138674884,0.385208,840037,3,2,1,1,3,2,2,4,2,2,7,7,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,-4,2,-4,1,3,2,2,3,3,1,2,1,2,1,1,2,4,4,3,4,3,1,4,2,3,0,2,2,2,1,2,2,2,1,3,5,6,1,3,2,2,2,2,3,3,2,-4,4,3,3,2,3,2,6,1,1,1,1,840002,-4,5,5,5,6,6,6,10,6,6,10,10,1,1,1,3,3,3,2,1,2,2,0,8,8,-4,2,1,-2,-2,-2,3,1,5,1,1,10,5,6,7,5,5,5,5,7,1,2,4,4,4,1,1,2,2,3,3,1,1988,29,2,1,1,840,1,840,1,840,1,1,0,2,8,3,6,3,4,2,4,2,6,1,2,-4,-3,7,-4,-2,6,-4
2,7,2024,0,840720580,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,13.08,13.46,20170501,-4,-4.0,-4.0,128,0.440717345,10.6132138674884,0.385208,840033,4,1,1,1,2,3,2,2,1,1,9,9,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,2,-4,3,-4,1,3,2,3,2,4,1,2,1,2,2,3,1,3,4,3,3,1,2,2,4,3,1,2,2,2,1,1,2,2,3,8,2,6,3,2,1,1,2,2,2,1,2,-4,3,3,3,1,1,3,4,4,2,4,1,840002,-4,7,1,10,4,3,9,7,2,7,8,8,2,1,1,4,3,4,2,1,2,4,2,4,3,-4,2,1,1,1,0,6,4,4,3,1,10,6,8,7,9,4,9,4,7,1,1,5,2,2,1,2,2,1,3,4,1,1990,27,2,1,1,840,1,840,1,840,2,1,0,2,6,3,8,3,6,3,6,3,1,1,2,-4,1,1,-4,1,7,-4
2,7,2024,0,840720581,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,82,8.08,9.3,20170504,-4,-4.0,-4.0,128,1.295044559,10.6132138674884,0.385208,840046,-5,2,1,1,1,3,1,1,2,3,7,7,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,2,-4,3,-4,5,4,4,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,0,2,1,3,2,3,3,3,5,10,6,6,4,1,2,3,3,2,4,4,2,-4,4,4,3,2,3,2,5,2,2,2,2,840002,-4,5,5,5,5,5,5,6,5,5,10,10,2,2,2,3,1,2,2,2,4,3,0,1,1,-4,1,1,1,1,1,10,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,3,3,2,2,2,2,3,4,2,1970,47,4,2,1,840,1,840,1,840,4,1,3,4,3,2,-3,-3,2,1,2,1,3,-3,3,-4,8,7,-4,-3,5,-4
2,7,2024,0,840720582,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,60,12.44,13.45,20170501,-4,-4.0,-4.0,128,0.822430932,10.6132138674884,0.385208,840003,-5,2,2,3,2,3,4,3,2,1,8,8,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,4,5,5,2,2,4,2,2,2,3,2,2,2,4,4,2,4,2,3,3,4,2,1,3,1,2,1,3,2,1,8,8,4,6,2,3,2,4,4,2,4,3,4,-4,3,4,3,4,3,4,4,3,3,4,1,840001,-4,2,1,10,5,1,10,10,1,7,10,8,4,4,2,4,2,4,4,2,2,3,0,8,7,-4,1,1,1,0,0,8,1,1,2,1,9,1,2,7,8,1,4,1,7,0,1,3,1,3,2,2,1,4,2,3,1,1940,77,6,3,2,124,1,840,-2,124,5,1,3,1,4,2,-3,-3,2,1,2,1,4,-3,-2,-4,-3,10,-4,-3,3,-4
2,7,2024,0,840720583,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,9.42,10.12,20170501,-4,-4.0,-4.0,128,0.354727134,10.6132138674884,0.385208,840027,4,1,1,1,2,3,2,3,2,2,8,7,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,2,-4,2,-4,2,3,2,4,4,4,1,2,1,3,2,2,3,4,4,4,3,3,1,2,4,3,1,1,2,2,1,2,1,2,6,5,4,7,3,3,3,4,3,3,4,3,3,-4,4,4,4,3,3,4,6,4,2,4,2,840004,-4,4,3,10,6,2,10,10,1,8,8,6,4,4,1,3,3,3,2,1,2,4,2,3,7,-4,2,1,0,0,0,4,1,1,1,1,5,10,7,8,10,8,7,3,5,0,1,3,4,4,2,3,3,3,4,4,1,1982,35,3,2,2,156,0,156,0,156,1,1,2,4,6,3,6,3,8,3,8,3,1,1,2,-4,1,1,-4,1,6,-4
2,7,2024,0,840720584,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170502,-4,-4.0,-4.0,128,0.602132882,10.6132138674884,0.385208,840003,5,1,1,2,2,3,2,2,2,2,10,10,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,2,2,2,-4,1,-4,2,4,4,3,2,4,1,4,2,4,3,3,3,4,4,4,4,1,2,3,1,1,1,2,1,2,1,2,2,2,5,1,1,10,1,2,2,4,3,3,3,3,3,-4,1,3,3,3,3,3,10,2,2,2,2,840001,-4,5,5,5,5,5,7,5,-2,5,1,1,2,2,2,2,2,2,2,2,2,2,0,6,6,-4,2,1,1,1,1,8,5,5,1,1,1,4,3,4,1,1,7,7,7,1,1,3,3,2,4,4,1,1,1,1,2,1981,36,3,2,1,840,1,840,1,840,2,1,1,3,3,2,3,2,3,2,3,2,1,1,2,-4,7,6,-4,7,3,-4
2,7,2024,0,840720585,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,17.34,18.04,20170502,-4,-4.0,-4.0,128,0.706062196,10.6132138674884,0.385208,840042,3,1,1,1,2,3,2,3,3,2,5,7,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,2,1,2,-4,2,-4,1,5,2,4,2,4,2,2,2,3,2,2,1,4,4,4,4,1,2,4,2,3,0,2,2,3,1,1,2,2,6,6,3,4,7,3,2,2,3,2,4,3,2,-4,4,3,3,2,2,2,2,4,2,4,1,840002,-4,4,1,10,1,1,10,10,1,1,9,4,2,2,2,2,2,2,2,3,1,3,1,4,4,-4,2,1,1,1,1,4,1,2,2,1,10,6,10,8,1,1,10,1,8,1,2,4,3,2,4,3,1,2,4,4,2,1989,28,2,1,1,840,1,840,1,840,6,1,0,1,8,3,-3,-3,7,3,6,3,1,-3,1,-4,1,1,-4,-3,6,-4
2,7,2024,0,840720586,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,95,14.29,16.04,20170501,-4,-4.0,-4.0,128,0.659264208,10.6132138674884,0.385208,840018,4,1,1,2,2,1,2,4,3,2,4,7,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,1,2,4,5,4,5,2,3,3,4,3,3,3,4,4,3,4,1,2,3,1,1,1,2,3,1,1,2,1,2,6,1,1,1,1,3,3,3,4,4,4,3,3,-4,4,4,3,4,4,3,1,2,2,2,3,5,-4,1,1,10,1,1,10,10,1,8,5,3,1,1,3,2,1,3,3,2,1,3,0,8,8,-4,3,0,0,0,0,1,1,1,1,1,10,7,8,10,5,5,9,1,7,1,2,3,3,1,2,3,2,4,4,4,2,1988,29,2,1,1,840,1,840,1,840,6,1,0,2,6,3,-3,-3,4,2,4,2,1,-3,2,-4,1,1,-4,-3,3,-4
2,7,2024,0,840720587,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,48,20.09,20.57,20170501,-4,-4.0,-4.0,128,1.187961607,10.6132138674884,0.385208,840038,3,1,1,2,2,3,2,4,2,2,8,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,2,4,2,2,2,2,1,2,2,3,3,3,2,3,3,3,2,1,2,3,1,1,0,2,1,3,2,3,3,3,5,7,5,5,3,2,2,3,3,1,3,2,2,-4,2,3,2,2,1,2,5,3,2,3,2,840002,-4,8,5,5,3,3,5,6,5,6,6,6,3,3,2,3,3,3,3,2,2,3,0,8,8,-4,2,0,1,0,1,3,2,2,2,3,8,6,8,8,8,3,8,4,8,1,2,3,2,2,2,2,2,2,2,2,2,1986,31,2,2,1,840,1,840,1,840,6,1,0,1,6,3,-3,-3,4,2,4,2,1,-3,2,-4,1,6,-4,-3,6,-4
2,7,2024,0,840720588,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,8.23,9.13,20170508,-4,-4.0,-4.0,128,1.248226179,10.6132138674884,0.385208,840042,-5,1,1,2,3,2,1,2,2,3,5,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,2,2,2,-4,1,-4,3,3,2,1,1,3,3,3,2,4,3,4,1,3,3,3,3,1,2,1,3,1,1,3,1,3,1,3,2,3,3,10,3,1,5,3,1,2,2,3,3,2,4,-4,2,3,2,2,3,2,5,2,1,2,2,840001,-4,5,4,9,4,7,8,10,7,10,8,3,2,1,2,2,1,3,2,2,1,3,0,8,1,-4,2,1,1,1,1,10,2,1,1,1,9,4,8,9,9,1,2,5,10,1,2,1,3,4,3,4,4,2,3,4,2,1973,44,3,2,1,840,1,840,1,840,4,1,3,6,4,2,-3,-3,6,3,4,2,1,-3,2,-4,4,7,-4,-3,3,-4
2,7,2024,0,840720589,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,33,12.42,13.15,20170502,-4,-4.0,-4.0,128,1.290881491,10.6132138674884,0.385208,840027,-5,2,1,1,2,3,1,1,2,1,9,10,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,-4,3,-4,2,4,4,3,3,4,1,2,1,2,2,2,3,3,3,3,3,1,2,1,3,1,1,2,1,2,2,2,2,3,8,9,2,2,4,2,2,3,3,2,2,2,2,-4,2,3,2,2,2,2,6,3,3,3,1,840001,-4,7,4,9,4,4,8,8,2,4,8,8,2,2,1,3,2,3,3,2,2,3,2,3,3,-4,1,1,1,1,1,10,1,1,1,2,4,1,5,6,3,3,3,1,7,1,1,4,2,3,1,1,2,2,4,4,2,1980,37,3,2,1,840,1,840,1,840,1,1,2,4,5,3,6,3,3,2,3,2,2,1,2,-4,5,6,-4,6,6,-4
2,7,2024,0,840720590,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,39,13.3,14.1,20170501,-4,-4.0,-4.0,128,1.104478868,10.6132138674884,0.385208,840009,3,1,1,2,1,1,3,1,2,3,10,9,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,2,-4,4,4,2,4,3,3,1,3,2,4,3,3,2,3,3,3,3,1,3,2,1,2,0,2,1,1,2,3,3,3,4,8,6,9,5,1,2,2,2,3,4,4,2,-4,4,3,3,2,2,1,6,4,3,3,2,840002,-4,2,5,8,6,6,4,9,4,1,-2,9,2,1,1,2,3,4,1,3,1,2,1,1,1,-4,1,1,1,1,1,10,4,6,1,1,2,1,1,7,3,1,4,1,2,1,1,3,4,2,1,1,1,4,4,4,2,1968,49,4,2,1,840,1,840,1,840,1,1,1,3,3,2,3,2,-2,-2,-2,-2,4,4,1,-4,-3,6,-4,-3,3,-4
2,7,2024,0,840720591,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,13.51,20.04,20170501,-4,-4.0,-4.0,128,0.564695627,10.6132138674884,0.385208,840030,3,1,1,2,2,2,2,4,2,2,7,7,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,2,-4,1,-4,2,4,4,3,4,3,2,2,2,3,2,2,2,3,3,3,3,1,2,1,4,2,1,1,1,2,1,2,2,2,6,10,3,2,1,3,2,3,2,2,4,3,2,-4,2,4,3,3,3,3,7,4,2,2,1,840001,-4,5,1,10,5,2,10,10,2,7,10,8,2,1,1,3,4,4,3,1,3,3,0,8,8,-4,2,1,1,0,0,1,1,1,1,1,10,8,7,8,10,3,8,1,8,1,1,4,2,4,3,1,1,2,3,3,1,1982,35,3,2,1,840,1,840,1,840,1,1,1,3,6,3,4,2,7,3,6,3,1,5,2,-4,4,4,-4,-3,7,-4
2,7,2024,0,840720592,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,51,13.17,14.08,20170428,-4,-4.0,-4.0,128,1.358873994,10.6132138674884,0.385208,840046,-5,2,1,2,3,2,1,2,3,3,4,9,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,-4,1,-4,3,4,4,2,2,3,2,3,3,4,3,3,2,4,4,3,4,2,1,4,2,3,1,3,2,2,1,1,2,2,9,8,1,4,1,3,1,4,3,2,4,3,3,-4,3,4,3,3,2,4,3,4,2,4,2,840004,-4,5,2,10,3,1,10,10,1,1,8,7,2,1,2,1,4,2,4,2,1,2,0,6,3,-4,1,1,1,-2,-2,8,1,1,1,1,8,5,3,5,6,1,4,1,8,1,2,3,3,4,2,1,1,1,4,4,1,1975,42,3,2,1,840,1,840,1,840,1,1,3,5,4,2,3,2,4,2,5,3,1,2,2,-4,7,1,-4,7,4,-4
2,7,2024,0,840720593,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,39,13.23,14.02,20170523,-4,-4.0,-4.0,128,0.877930695,10.6132138674884,0.385208,840038,4,2,1,1,1,2,2,3,2,2,8,8,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,-4,3,-4,1,3,2,3,2,3,1,2,2,2,2,2,2,3,3,3,3,1,3,2,4,3,0,3,1,2,1,1,2,2,2,1,3,4,4,3,2,2,1,2,3,2,3,-4,3,3,3,3,2,2,2,3,3,4,1,840002,-4,7,1,10,9,4,9,10,7,9,10,4,1,1,1,3,2,3,3,2,2,4,1,7,7,-4,2,1,1,1,1,5,1,1,1,1,10,8,9,8,8,2,8,3,9,1,2,3,2,2,2,2,2,2,4,4,1,1965,52,4,3,1,840,1,840,1,840,1,1,0,3,4,2,3,2,3,2,3,2,1,1,2,-4,5,7,-4,3,6,-4
2,7,2024,0,840720594,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,56,8.31,9.28,20170502,-4,-4.0,-4.0,128,0.457039539,10.6132138674884,0.385208,840006,4,1,1,2,2,3,2,3,2,3,6,7,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,-2,-2,-2,-2,-2,1,1,2,-4,3,-4,2,4,2,4,2,4,2,2,2,2,2,2,2,3,3,3,3,3,1,3,1,1,1,2,2,3,2,2,2,2,4,4,3,5,4,3,2,3,3,3,3,3,3,-4,3,3,3,3,3,3,3,4,2,3,2,5,-4,5,1,7,4,3,8,9,4,3,6,5,3,3,3,2,2,2,3,2,2,3,0,8,8,-4,2,0,0,0,0,1,4,6,4,5,9,8,8,8,8,8,8,7,6,1,2,3,1,1,2,2,2,2,3,4,1,1984,33,2,2,1,840,1,840,1,840,1,1,0,2,3,2,6,3,5,3,3,2,1,1,2,-4,4,6,-4,2,5,-4
2,7,2024,0,840720595,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,75,19.15,20.3,20170502,-4,-4.0,-4.0,128,1.03338784,10.6132138674884,0.385208,840030,-5,2,1,3,2,3,2,2,2,1,5,7,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,3,-4,1,-4,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,4,2,1,1,1,3,2,2,2,2,6,6,5,6,3,2,2,3,3,2,4,3,4,-4,2,4,4,3,2,4,3,2,2,3,2,840001,-4,5,4,10,5,5,5,5,1,3,7,7,1,1,1,3,2,3,3,2,2,3,1,2,2,-4,1,1,1,1,1,8,2,2,2,1,3,3,3,5,3,2,5,2,4,1,2,4,2,2,2,2,2,1,2,2,1,1968,49,4,2,2,703,-2,703,-2,703,1,1,3,4,7,3,4,2,3,2,3,2,1,1,2,-4,1,-2,-4,7,6,-4
2,7,2024,0,840720596,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,21.48,22.18,20170524,-4,-4.0,-4.0,128,0.759646442,10.6132138674884,0.385208,840009,3,2,1,1,1,3,1,1,1,4,10,10,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,2,2,1,-4,1,-4,1,3,2,2,2,2,1,4,3,3,3,3,2,3,3,3,3,1,3,3,2,2,1,1,1,4,3,3,3,3,1,1,10,2,10,2,2,2,2,2,2,2,2,-4,2,2,2,2,2,2,1,4,4,4,4,5,-4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,0,8,8,-4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,2,2,1,1,1990,27,2,1,1,840,1,840,1,840,6,1,0,2,3,2,-3,-3,3,2,3,2,7,-3,3,-4,-3,-1,-4,-3,1,-4
2,7,2024,0,840720597,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170502,-4,-4.0,-4.0,128,1.103016311,10.6132138674884,0.385208,840004,3,2,1,3,1,3,4,3,1,4,10,7,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2,1,3,-4,1,-4,3,4,3,4,3,3,1,3,2,3,2,2,3,3,3,3,3,1,2,3,4,2,1,2,2,3,2,2,2,3,3,5,4,7,4,3,3,3,3,2,3,3,2,-4,4,3,3,4,3,2,3,3,1,3,1,840002,-4,8,1,10,9,1,10,10,1,1,10,3,2,2,2,2,1,1,2,2,1,3,0,8,3,-4,1,1,1,1,0,7,2,2,1,1,2,2,2,7,2,2,7,1,7,1,1,3,2,2,1,2,1,2,3,3,1,1958,59,5,3,1,840,1,840,1,840,6,1,1,1,3,2,-3,-3,-1,-1,3,2,4,-3,2,-4,-3,8,-4,-3,3,-4
2,7,2024,0,840720598,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,40,20.38,21.19,20170501,-4,-4.0,-4.0,128,2.694347338,10.6132138674884,0.385208,840038,-5,1,1,2,2,2,4,1,2,3,8,8,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,-4,2,-4,4,3,2,3,3,3,1,1,1,3,1,1,3,3,3,3,3,3,1,4,2,3,1,2,1,1,2,2,2,2,4,8,3,4,1,2,2,2,3,2,3,2,2,-4,4,3,2,1,2,2,5,4,2,4,1,840002,-4,5,1,10,3,1,10,10,1,1,10,9,2,1,1,4,3,3,2,1,3,4,1,2,1,-4,1,1,1,1,1,10,1,1,1,1,5,1,1,5,1,2,5,3,1,1,1,5,3,3,2,2,2,1,2,2,1,1951,66,6,3,1,840,1,840,1,840,1,1,2,2,6,3,6,3,3,2,3,2,4,4,2,-4,-3,5,-4,-3,5,-4
2,7,2024,0,840720599,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,69,16.43,17.53,20170503,-4,-4.0,-4.0,128,0.391901135,10.6132138674884,0.385208,840005,3,2,2,2,2,2,3,4,3,2,3,6,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,2,1,2,-4,2,-4,1,3,3,3,3,5,2,3,3,3,2,2,2,4,4,4,4,3,1,2,3,2,0,1,3,2,1,1,1,2,3,1,6,9,3,4,4,2,4,4,4,3,1,-4,4,3,4,2,4,1,2,4,2,4,2,840002,-4,9,1,10,8,2,10,10,9,2,9,9,2,1,2,2,2,3,2,2,1,3,0,8,8,-4,3,0,1,0,0,1,2,2,2,1,10,3,9,9,7,2,8,2,3,1,3,3,4,2,2,1,3,4,4,4,1,1994,23,1,1,1,840,1,840,1,840,6,1,0,3,3,2,-3,-3,5,3,3,2,6,-3,2,-4,-3,1,-4,-3,5,-4
2,7,2024,0,840720600,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,27,13.22,13.49,20170501,-4,-4.0,-4.0,128,0.529876436,10.6132138674884,0.385208,840021,4,1,2,3,3,2,2,4,2,2,8,4,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2,1,2,-4,1,-4,2,4,4,2,2,4,2,2,2,2,2,2,3,3,3,3,3,1,3,2,4,3,0,1,3,2,1,1,1,2,1,2,5,7,6,4,3,2,2,2,3,3,3,-4,3,4,3,3,3,3,1,4,2,4,2,840006,-4,2,1,10,2,1,9,10,1,1,7,3,1,1,3,2,2,3,2,2,1,3,0,8,8,-4,3,0,0,0,0,1,2,2,2,2,10,9,9,9,9,9,10,1,2,1,4,4,3,4,2,2,3,3,4,4,2,1975,42,3,2,1,840,1,840,1,840,1,1,1,5,6,3,7,3,4,2,4,2,1,1,2,-4,3,3,-4,1,8,-4
2,7,2024,0,840720601,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,62,20.25,21.27,20170502,-4,-4.0,-4.0,128,1.124026283,10.6132138674884,0.385208,840017,5,2,1,1,2,2,2,1,2,2,7,6,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,-4,3,-4,5,2,3,3,3,3,1,2,1,3,2,2,1,3,2,3,3,3,1,4,2,3,1,2,2,1,1,1,2,3,8,10,1,1,1,2,2,3,2,2,2,2,3,-4,2,3,2,3,2,3,8,2,3,2,2,840001,-4,1,2,10,1,1,10,8,3,6,8,8,1,1,2,3,3,3,2,2,2,2,4,2,1,-4,1,1,1,1,1,10,3,5,6,5,1,7,1,6,2,1,7,2,8,1,2,2,2,2,2,2,2,1,4,4,1,1996,21,1,1,1,840,1,840,1,840,6,2,0,6,3,2,-3,-3,5,3,6,3,7,-3,2,-4,-3,1,-4,-3,5,-4
